itm_item;grp_dscgrp;sgr_dscsgr;itm_descri;itm_marca
0000001980;MATERIAIS DURAVEIS;DIVERSOS;MASTRO E PONTEIRA DE MADEIRA ENVERNIZADA ;CCV
0000001238;PRODUTOS DE HIGIENE;DIVERSOS;BANHO DE ESPUMA SACHET CX.500X10ML.;
0000001695;FRIOS;DIVERSOS;POLENTA PALITO CONG. 01KG.;DAUCY
0000001505;DESCARTAVEIS;DIVERSOS;CARVAO VEGETAL SAC.25KG.;VITORIA
0000000165;TEMPEROS E CONDIMENTOS;DIVERSOS;CALDO DE GALINHA CX.24X19G.;KITANO
0000001343;MATERIAIS DURAVEIS;DIVERSOS;PISTOLA PARA COLA QUENTE GRANDE;
0000000964;ENLATADOS;DIVERSOS;GOIABA EM CALDA CX.12X400G.;CEPERA
0000000188;DESCARTAVEIS;DIVERSOS;QUENTINHA C/TP DE PAPELAO CAP.830M.Nº 8 CX.100UND.;TERMICA COTHERPACK
0000001868;;;TESOURA P/PICOTAR Nº 09;WESTERN
0000000045;MATINAIS;DIVERSOS;LEITE EM PO INTEGRAL COM 10 VITAMINAS FD.10X01KG.;BOM DULEITE
0000001101;FRIOS;DIVERSOS;CARNE BOVINA C/OSSO (COSTELA) CONG.;FRIBOI
0000000842;BEBIDAS;DIVERSOS;VINHO TINTO SUAVE CX.12X01LT.;COUNTRY WINE
0000000881;CEREAIS;DIVERSOS;ACUCAR EM SACHET CX.1.000X05G.;DEGUST
0000001604;PRODUTOS DE LIMPEZA;DIVERSOS;LIMPADOR GERAL CONC. PERFUMADO 05LT.;TALIMPO
0000000873;MATINAIS;DIVERSOS;IOGURTE SAB.VARIADOS BAND.06X100G.;BATAVO
0000000132;DESCARTAVEIS;DIVERSOS;SACO PLASTICO TRANSP. TAM.15X28X0,5;DORIPLAST
0000001947;MATINAIS;DIVERSOS;LANCHE (CAFÉ DA MANHÃ);
0000001751;HORTIFRUTI;DIVERSOS;CAPIM SANTO;CEASA
0000001664;MATERIAIS DURAVEIS;DIVERSOS;CAMPAINHA SINCRONIZADA;BELLKRON
0000000365;PRODUTOS DE HIGIENE;DIVERSOS;MASCARA EM TNT COM CLIPE CX.100UND.;LAGROTTA
0000000362;MATINAIS;DIVERSOS;PO P/PUDIM C/LEITE SABORES VARIADOS CX.10X01KG.;PRONTO FRESCO
0000000497;PRODUTOS DE HIGIENE;DIVERSOS;PENTE GDE. C/CABO PLASTICO;STA. CLARA
0000000065;FRIOS;DIVERSOS;CARNE DE CARNEIRO S/OSSO CONG.;SANTA LUZIA
0000001290;;;LAPIS DE COR GRANDE CX.12UND.;
0000001756;FRIOS;DIVERSOS;JACA;CEASA
0000000913;MATERIAIS DURAVEIS;DIVERSOS;SUPORTE PARA FIBRA;BRALIMPIA
0000000479;TEMPEROS E CONDIMENTOS;DIVERSOS;MOLHO DE SOJA CX.12X500ML.;MARIZA
0000001357;;;LINHA ESTERLINA PARA CROUCHE;
0000000975;TEMPEROS E CONDIMENTOS;DIVERSOS;AMACIANTE P/CARNES CX.10X500G.;NUTRIMENTAL
0000000221;MASSAS E BISCOITOS;DIVERSOS;MACARRAO NINHO C/OVOS FD.10X500G.;BRANDINI
0000001745;;;ESPIRAL 17MM. PRETO 100FLS.;
0000000089;CEREAIS;DIVERSOS;FARINHA DE TRIGO ESPECIAL C/FERM. FD.10X01KG.;BRANDINI
0000000374;ENLATADOS;DIVERSOS;CREME DE LEITE UHT CX.12X1,05KG.;ITAMBE
0000000557;MATERIAL DE LIMPEZA;DIVERSOS;PANO P/LIMPEZA LARANJA ROL.300M.;BETTANIN
0000000305;MATINAIS;DIVERSOS;CHA SACHET DE ERVA CIDREIRA CX.24X10G.;MARATA
0000000591;MATINAIS;DIVERSOS;CAFE CAPPUCCINO TRAD. CX.12X400G.;3 CORACOES
0000001024;MATERIAL DE LIMPEZA;DIVERSOS;PANO P/CHAO ALVEJADO TIPO SACO;POPO
0000001342;;;PERCEVEJO LATONADO CX.100UND.;ACC
0000000562;DESCARTAVEIS;DIVERSOS;SACO PLASTICO TRANSP. TAM.20X30CM.;DORIPLAST
0000001051;MATINAIS;DIVERSOS;BEBIDA LACTEA CHOC/MORANGO CX.27X200ML.;ITAMBE
0000001253;MATERIAIS DURAVEIS;DIVERSOS;LIXEIRA COM PEDAL CAP.25LT.;MARFINITE
0000002003;MATERIAIS DURAVEIS;DIVERSOS;COTOVELO PLASTICO ;
0000000309;MATINAIS;DIVERSOS;CHA SACHET DE CAMOMILA CX.24X10G.;MARATA
0000000632;BEBIDAS;DIVERSOS;REFRIGERANTE DE COLA ZERO CX.12X350ML.;COCA COLA
0000000213;MATERIAL DE LIMPEZA;DIVERSOS;FIBRA PARA LIMPEZA GERAL VERDE 9502 TAM.102X260MM.;BETTANIN
0000000884;DOCES;DIVERSOS;COBERTURA DE CHOCOLATE MARFIM CX.06X2,3G.;NESTLE
0000000787;BEBIDAS;DIVERSOS;AGUA MINERAL S/GAS CX.12X1,5ML.;CONTERRANEA
0000001918;;;COLHER PLASTICA ESCOLAR;
0000000176;PRODUTOS DE HIGIENE;DIVERSOS;ABSORVENTE HIGIENICO NOTURNO PCT.08UND.;INTIMUS 
0000000519;ENLATADOS;DIVERSOS;ERVILHA EM CONSERVA SACHET 200G.;FUGINI
0000001188;EXPEDIENTE;DIVERSOS;COLA BRANCA GAR.01KG.;
0000000746;MATINAIS;DIVERSOS;CREME CHANTILLY CX.12X01KG.;AMELIA
0000000433;DOCES;DIVERSOS;DOCE DE CAJU CRISTALIZADO PCT.20UND.;FLOR DO LAR
0000000136;DESCARTAVEIS;DIVERSOS;GUARDANAPO TAM.33X32,5CM. CX.36X50FLS.;ELEGANCE
0000000903;FRIOS;DIVERSOS;LARANJA PERA 1ª QUALIDADE;CEASA
0000000920;MASSAS E BISCOITOS;DIVERSOS;TRIGO PARA KIBE PCT.02KG.;ARO
0000000111;MATERIAL DE LIMPEZA;DIVERSOS;PA P/LIXO EM ZINCO C/CABO LONGO DE MADEIRA;FORTLEVES
0000000854;MATERIAIS DURAVEIS;DIVERSOS;SABONETEIRA PLASTICA;JOFEL
0000000938;MASSAS E BISCOITOS;DIVERSOS;MACARRAO PENNE C/OVOS FD.10X500G.;D. BENTA
0000001637;PERMANENTE;DIVERSOS;CAIXA DE SOM I W RMS SP202 PRETO;IBYTE
0000000206;EXPEDIENTE;DIVERSOS;CANETA MARCA TEXTO CORES SORTIDAS CX.12UND.;
0000000214;MATERIAL DE LIMPEZA;DIVERSOS;PA P/LIXO EM ZINCO S/CABO;FORTILEVES
0000000329;MATERIAIS DURAVEIS;DIVERSOS;MICRO SYSTEM C/ENTRADA USB E MP3;
0000001095;MATERIAIS DURAVEIS;DIVERSOS;GARRAFA TERMICA CX.06X01LT.;TERMOLAT
0000000860;DOCES;DIVERSOS;AMENDOIM JAPONES PCT.30G.;DORY
0000001928;;;COLA PERMANENTE P/SERIGRAFIA 01LT.;
0000001486;;;MAQUIAGEM INFANTIL;
0000001216;;;GIZ BRANCO CX.50UND.;MASTER
0000000074;MASSAS E BISCOITOS;DIVERSOS;BISCOITO MAIZENA CX.20X400G.;ESTRELA
0000000076;ENLATADOS;DIVERSOS;PALMITO INTEIRO EM CONSERVA CX.15X300G.;CRISTAL
0000001316;MASSAS E BISCOITOS;DIVERSOS;BISCOITO AGUA E SAL CX.20X400G.;ESTRELA
0000000888;FRIOS;DIVERSOS;REPOLHO ROXO;CEASA
0000000551;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL HIGIENICO BRANCO FD.16X100MT.;ARO
0000001172;PRODUTOS DE HIGIENE;DIVERSOS;REFIL DE ODORIZADOR DE AMBIENTES CX.12X300M.;SOFT AIR COLUMBUS
0000000420;MATERIAL DE LIMPEZA;DIVERSOS;SACO PLASTICO PARA LIXO PCT.100X60LT.;RAVA
0000000413;TEMPEROS E CONDIMENTOS;DIVERSOS;MOLHO P/SALADA ITALIAN CX.12X236G.;HELLMANN'S
0000001943;MATERIAL DE LIMPEZA;DIVERSOS;PA COLETORA DE LIXO PLASTICA C/CABO;FORTLEVES
0000000185;DESCARTAVEIS;DIVERSOS;GUARDANAPO DE PAPEL TAM.22X23CM. CX.72X50UND. ;NAP´S
0000001886;;;LAMINA PARA ESTILETE LARGO CX.100UND.;CONCEPT
0000000174;MATERIAL DE LIMPEZA;DIVERSOS;PANO PARA LIMPEZA LARANJA ROL.300M.;FIORELLA
0000001552;MATERIAIS DURAVEIS;DIVERSOS;SIRENE INDUSTRIAL;
0000001285;TEMPEROS E CONDIMENTOS;DIVERSOS;VINAGRE AGRIN VINHO TINTO CX.12X750ML.;MARATA
0000000785;FRIOS;DIVERSOS;PE SUINO (MOCOTO);EXCELENCIA
0000000816;FRIOS;DIVERSOS;PIMENTAO VERMELHO;CEASA
0000000470;MATERIAL DE LIMPEZA;DIVERSOS;RODO PLASTICO PUXADOR S/SUPORTE COD.42536;PURIMAX
0000001246;DESCARTAVEIS;DIVERSOS;PAPEL HIGIENICO BRANCO FD.08X500M.;DALPONT
0000000641;BEBIDAS;DIVERSOS;SUCO PRONTINHO SAB. VARIADOS CX.27X200ML.;MARATA
0000000940;MASSAS E BISCOITOS;DIVERSOS;BISCOITO DE LEITE CX.30X200G.;RICHESTER
0000000549;TEMPEROS E CONDIMENTOS;DIVERSOS;MOSTARDA CX.24X200G.;ODERICH
0000000277;HORTIFRUTI;DIVERSOS;SEMENTES VARIADAS 01KG.;
0000001956;MATERIAIS DURAVEIS;DIVERSOS;COPO INOX INFANTIL;
0000000028;MATINAIS;DIVERSOS;FARINHA LACTEA CX.24X400G.;NESTLE
0000000872;MATINAIS;DIVERSOS;MANTEIGA C/SAL CX.12X500G.;MARANGUAPE
0000000169;TEMPEROS E CONDIMENTOS;DIVERSOS;GORDURA HIDROGENADA P/BOLO PCT.500G.;COLMEIA
0000002078;MATERIAIS DURAVEIS;DIVERSOS;CORDA TRANCADA ROL.220MT.;
0000001182;PRODUTOS DE HIGIENE;DIVERSOS;CREME DE BARBEAR HIDRATANTE TUB.65G.;BOZZANO
0000001921;PRODUTOS DE LIMPEZA;DIVERSOS;TINTA AUTO ESMALTE SINTETICA TUB.900ML.;FARBEN
0000001327;EXPEDIENTE;DIVERSOS;PAPEL A4 40KG PCT.50FLS.;
0000001385;MATERIAIS DURAVEIS;DIVERSOS;FRIGIDEIRA DE ALUMINIO MEDIA;
0000001845;MATERIAIS DURAVEIS;DIVERSOS;GARFO P/MESA EM INOX;
0000000973;FRIOS;DIVERSOS;BACON FATIADO PCT.250G.;SADIA
0000001840;PERMANENTE;DIVERSOS;MESA RETA GRANDE;RIVEL
0000001301;MATINAIS;DIVERSOS;LEITE CONDENSADO CX.12X1,05KG.;ITAMBE
0000001896;MATERIAIS DURAVEIS;DIVERSOS;TAPETE ANTIDERRAPANTE;MILPLASTIC
0000000838;CEREAIS;DIVERSOS;MILHO PARA MUNGUNZA FD.20X500G.;MAINHA
0000000542;ENLATADOS;DIVERSOS;AZEITE DE OLIVA EXTRA VIRGEM CX.12X500ML.;
0000001924;MATERIAIS DURAVEIS;DIVERSOS;PILHA RECARREGAVEL AA PCT.02UND.;CLONE
0000000252;DESCARTAVEIS;DIVERSOS;COPO DESCARTAVEL PCT.100X300ML.;MARATA
0000001300;;;FOLHA DE ISOPOR ;
0000000634;EXPEDIENTE;DIVERSOS;CALCULADORA C/08 DIGITOS;
0000000468;DESCARTAVEIS;DIVERSOS;SACO PLASTICO TRANSP. CAP.05KG. PCT.100UND. ;ZINCO
0000000622;DOCES;DIVERSOS;RAPADURA NATURAL EMB. INDIVUDUAL PCT.40X25G.;DOCES FINOS
0000000635;TEMPEROS E CONDIMENTOS;DIVERSOS;MOLHO P/SALADA PARMESSAN CX.12X236G.;HELLMANN'S
0000002021;MATERIAIS DURAVEIS;DIVERSOS;BEBEDOURO DE COLUNA P/GARRAFAO EGC35B;ESMALTEC
0000001986;MATERIAIS DURAVEIS;DIVERSOS;ROSETA LISA POLIAMIDA RESINADA;CCV
0000000939;PRODUTOS DE LIMPEZA;DIVERSOS;DESODORANTE SANIT. REFIL CX.12X25G.;LEVE BRISA
0000001860;;;PAPEL CELOFONE;
0000001217;MATERIAIS DURAVEIS;DIVERSOS;CAIXA DE ISOPOR CAP.08LT.;FRICALOR
0000001033;DESCARTAVEIS;DIVERSOS;PAPEL TOALHA BOBINA 100% FD.04X200M.;GOLD PREMIUM
0000001554;EXPEDIENTE;DIVERSOS;ASPIRAL PCT.100UND.;
0000000544;ENLATADOS;DIVERSOS;AZEITE DE OLIVA CX.24X200ML.;QUINTA DA BOA VISTA
0000001992;MATERIAIS DURAVEIS;DIVERSOS;CHUVEIRO ;
0000001229;FRIOS;DIVERSOS;REQUEIJAO BISN.1.800KG.;REQMINAS
0000000446;MATERIAL DE LIMPEZA;DIVERSOS;RODO PLASTICO BORRACHA SIMPLES 30CM;BETTANIN
0000000116;MATINAIS;DIVERSOS;ACUCAR MASCAVO EM SACHET CX.200X05G.;BOM SABOR
0000001388;;;GLITER C/CORES VARIADAS CX.12X35G.;
0000001060;FRIOS;DIVERSOS;CARNE SUINA (CARRE) FATIADO CONG. ;
0000000763;DESCARTAVEIS;DIVERSOS;COPO DESC. P/CAFE PCT.100X50ML.;CRISTALCOPO
0000000224;TEMPEROS E CONDIMENTOS;DIVERSOS;CALDO DE CARNE CX.24X19G.;KITANO
0000001951;;;MARCADOR PARA RETRO PROJETOR;
0000000949;DESCARTAVEIS;DIVERSOS;PAPEL TOALHA TAM.23X19CM. CX.2400FLS.;GOLD PREMIUM
0000001644;DOCES;DIVERSOS;COBERTURA DE CHOCOLATE MEIO AMARGO 01KG.;MELKEN
0000001592;MASSAS E BISCOITOS;DIVERSOS;BISCOITO RECHEADO VARIADOS PCT.40G.;SAO BRAZ
0000001937;;;PALITO DE PICOLE PCT.100UND.;
0000000968;HORTIFRUTI;DIVERSOS;COUVE MANTEIGA ( FOLHAS );CEASA
0000001175;PRODUTOS DE LIMPEZA;DIVERSOS;SABAO EM PASTA P/LIMPEZA CX.12X500G.;IGUAL
0000001913;;;PAPEL A4 40KG. PCT.200FLS.;
0000001066;;;LIVRO ATAS C/100FLS.;SAO DOMINGOS
0000001960;MATERIAL DE LIMPEZA;DIVERSOS;ESCOVAO EM VYLON C/CABO EM MADEIRA 30CM.;FORTLEVES
0000001193;DOCES;DIVERSOS;DOCE DE GOIABA CX.24X300G.;PREDILECTA
0000000215;DESCARTAVEIS;DIVERSOS;COPO DESCARTAVEL PCT.100X100ML.;BELPLAST 
0000001140;CEREAIS;DIVERSOS;SAL GROSSO IODADO FD.30X01K.;MON
0000001081;PRODUTOS DE LIMPEZA;DIVERSOS;NEUTRALIZADOR DE ODORES 100ML.;DESODIL
0000001395;PERMANENTE;DIVERSOS;ARMARIO ALTO SEMIABERTO 2 PORTAS 3 PRATELEIRAS;RIVEL
0000002154;MATERIAIS DURAVEIS;DIVERSOS;LAMPADA FLUORESCENTE 220X40W;
0000001876;MATERIAIS DURAVEIS;DIVERSOS;ENXADAO LARGO 2,5 SEM CABO;TRAMONTINA
0000000779;MATERIAIS DURAVEIS;DIVERSOS;PINCA;
0000001305;;;PAPEL ALMACO PCT.10FLS.;
0000001616;TEMPEROS E CONDIMENTOS;DIVERSOS;CALDO DE LEGUMES CX.24X19G.;KITANO
0000000388;MATINAIS;DIVERSOS;LEITE LONGA VIDA INTEGRAL UHT CX.12X01LT.;
0000001258;MATERIAIS DURAVEIS;DIVERSOS;LIXEIRA DE COPOS DESC. P/AGUA;NEW TURTLE
0000000307;MATERIAL DE LIMPEZA;DIVERSOS;SACO PLASTICO P/LIXO HOSP. T/V. PCT.100X20L.;RAVA
0000000082;PRODUTOS DE LIMPEZA;DIVERSOS;SABAO EM BARRA DE COCO CX.50X200G.;SABLET
0000000585;DESCARTAVEIS;DIVERSOS;LUVA DE MALHA C/PALMA PIGMENTADA TAM. U;VOLK
